,dhlabid,urn,lenker,title,authors,oaiid,city,year,publisher,langs,subjects,ddc,genres,literaryform,kristin,sesamid,isbn10,timestamp,doctype,ocr_creator,ocr_timestamp
0,100028906,URN:NBN:no-nb_digibok_2008041604007,Vis element,I barneflokken,"Hovden , Anders / Nilssen , Jens R.",,Oslo,1945,Fonna,mul / nno / nob,,,short story,Skjønnlitteratur,,,,,,,
1,100439483,URN:NBN:no-nb_digibok_2021032348614,Vis element,Det går av seg sjølv,"Galåen , Johannes",,Oslo,1945,Norli,mul / nno / nob,,,,Skjønn,Skjønn,,,,,,
2,100573157,URN:NBN:no-nb_digibok_2007011101071,Vis element,Hittebarnet,"Baker , Samuel W. / Hagerup , Inger",,Oslo,1945,Norsk barneblads forl.,mul / nno / nob / eng,,,,Skjønn,Skjønn,,,,,,
3,100572304,URN:NBN:no-nb_digibok_2007010901034,Vis element,"Stor kar, son hans far : ei forteljing for gutar frå 7 til 70 år","Hauge , Alfred / Wangensten-Berge , Lars",,Oslo,1945,Ansgar,nno,,,,Skjønn,Skjønn,,,,,,
4,100572635,URN:NBN:no-nb_digibok_2007011100068,Vis element,Noreg,"Hoprekstad , Olav",,,1945,Cappelen,nno,Geografi / Norge / geografi/historie,,,Fag,Fag,,,,,,
5,100507619,URN:NBN:no-nb_digibok_2007012601018,Vis element,Kari Trestakk : forteljing,"Floden , Halvor / Jærn , Albert",,Oslo,1945,Norli,nno,,,,Skjønn,Skjønn,,,,,,
6,100027258,URN:NBN:no-nb_digibok_2008041500032,Vis element,Skuggar og solskin,"Aarak , Tone",,Oslo,1945,Norli,nno,,,,Skjønn,Skjønn,,,,,,
7,100028898,URN:NBN:no-nb_digibok_2008041600004,Vis element,Visor og eventyr : gamle og nye,"Skre , Rolv / Hardeland , Magnus",,Bergen,1945,For bygd og by,nno,,,,Skjønn,Skjønn,,,,,,
8,100027297,URN:NBN:no-nb_digibok_2008041600022,Vis element,Olav Bjåland : idrottsmann og polfarar,"Austbø , Johan",,Oslo,1945,Fonna,nno,Biografier / antarktis / ekspedisjoner / polarekspedisjoner / polfarere / biographies,,,Fag,Fag,,,,,,
9,100027348,URN:NBN:no-nb_digibok_2008042100044,Vis element,Elden : andre soga om Kari Trestakk,"Floden , Halvor / Jærn , Albert",,Oslo,1945,Norli,nno,barnebøker,,,Skjønn,Skjønn,,,,,,
10,100027360,URN:NBN:no-nb_digibok_2008042104030,Vis element,Ungdomen og ungdomsfienden,"Slapgard , Bjarne",,Oslo,1945,Ansgar forlag,nno,Psykologi / Etikk,,,Fag,Fag,,,,,,
11,100029687,URN:NBN:no-nb_digibok_2008042200006,Vis element,Konrad og andre born,"Roti , Hans Christofersen / Nilssen , Jens R.",,Oslo,1945,Fonna,nno,,,,Skjønn,Skjønn,,,,,,
12,100148936,URN:NBN:no-nb_digibok_2013061108160,Vis element,Den tidlege våren,"Mælandsmo , Ingebjørg",,Oslo,1945,Ansgar,nno,,,,Skjønn,Skjønn,,,,,,
13,100187024,URN:NBN:no-nb_digibok_2014012108107,Vis element,Troll-meisteren : ei eventyrsoge,"Tu , Torvald",,Oslo,1945,Norli,nno,nynorske / eventyr / 1940-tallet,,fiction,Skjønnlitteratur,,,,,,,
14,100201618,URN:NBN:no-nb_digibok_2014040908068,Vis element,Gutane på Sandvoll,"Solheim , Anton / Kristoffersen , Kjell .",,Bergen,1945,Lunde,nno,,,,Skjønn,Skjønn,,,,,,
15,100209295,URN:NBN:no-nb_digibok_2014070107001,Vis element,Vesle Hallvard : forteljing for born,"Stalleland , Kristen",,Oslo,1945,Fonna,nno,agderforfattere,,,Skjønn,Skjønn,,,,,,
16,100218360,URN:NBN:no-nb_digibok_2014080508124,Vis element,Arven,"Strompdal , Ivar / Nilssen , Jens R.",,Oslo,1945,Norsk Barneblads forlag,nno,,,fiction,Skjønnlitteratur,,,,,,,
17,100226008,URN:NBN:no-nb_digibok_2014091708167,Vis element,Flagg over Vangen : forteljing om Vangsgutane,"Halse , Leif / Nilssen , Jens R.",,Oslo,1945,Fonna,nno,,,,Skjønn,Skjønn,,,,,,
18,100231780,URN:NBN:no-nb_digibok_2014101408300,Vis element,Skattehola : forteljing,"Okkenhaug , Sigrun / Nilssen , Jens R.",,Oslo,1945,Norsk barneblads forl.,nno,,,,Skjønn,Skjønn,,,,,,
19,100233714,URN:NBN:no-nb_digibok_2014103008111,Vis element,Tom Sawyer og eventyra hans,"Twain , Mark / Horvei , Johannes .",,Oslo,1945,Norsk barneblads Forl.,nno / eng,,,,Skjønn,Skjønn,,,,,,
20,100310547,URN:NBN:no-nb_digibok_2016092848114,Vis element,Sylvskeisone : soge frå Holland,"Dodge , Mary Mapes / Haavoll , Andreas",,Oslo,1945,Norsk barneblad,nno / eng,Nederland,,,Skjønn,Skjønn,,,,,,
21,100320480,URN:NBN:no-nb_digibok_2017010448175,Vis element,Tsar-kuréren,"Verne , Jules / Hagerup , Inger",,Oslo,1945,Norsk barneblad,nno / fre,,,,Skjønn,Skjønn,,,,,,
22,100572607,URN:NBN:no-nb_digibok_2007010901053,Vis element,Engelbrekt Engelbrektsson : sogeroman i fem bolkar,"Starbäck , C. Georg ( Carl Georg ) / Nilssen , Jens R. / Ramstad , Petrine",,Oslo,1945,Norsk barneblads forlag,nno / swe,,,,Skjønn,Skjønn,,,,,,
23,100572672,URN:NBN:no-nb_digibok_2007011100107,Vis element,Hurra for han som innstifta da'n!,"Holt , Kåre / Brochmann , Odd",,Oslo,1945,Gyldendal,nob,Biografier / 17. mai,,,Fag,Fag,,,,,,
24,100572774,URN:NBN:no-nb_digibok_2007011200043,Vis element,Fra 9. april til 7. juni : episoder og oplevelser fra krigen i Norge,"Gotaas , Birger",,,1945,Dybwad,nob,Historie - Norge / Andre verdenskrig / Felttoget 1940 / Okkupasjon / Invasjon / geografi/historie / annen / verdenskrig / norge / historie / verdskrigen / 1939-1945,948.1053,,Fag,Fag,,,,,,
25,100572802,URN:NBN:no-nb_digibok_2007011200083,Vis element,De gjorde Norge større : en bok for ungdom,"Kildal , Arne",,[Bergen],1945,Grieg,nob,Historie / Emigranthistorie / Ingeniører / Leger / Misjon / Norsk-amerikanere / Politikere / Utvandring / geografi/historie / norge / utvandring / emigrasjon / innvandringimmigrasjon / oleanaalaska / durban / misjon / australia / melbourne / ingeniører / zululand / natal / norsk-amerikanere / emigranthistorie / politikere / leger / embetsmenn / forente / stater / sør-amerika,,,Fag,Fag,,,,,,
26,100572823,URN:NBN:no-nb_digibok_2007011201025,Vis element,"Skårungen : en bok for kystungdommen om sjø og sjødyr, fartøy og ferdsel","Sund , Oscar / Rasmussen , Thorolv",,Oslo,1945,Fabritius,nob,Zoologi / biologi / fiskerier / fiske / fangst / sjøliv / marinbiologi / havbiologi / havzoologi,,,Fag,Fag,,,,,,
27,100572851,URN:NBN:no-nb_digibok_2007011201077,Vis element,Moser fra skog og myr,"Størmer , Per",,Oslo,1945,Tanum,nob,Moser / Botanikk / bryophyta / moser,588,,Fag,Fag,,,,,,
28,100467660,URN:NBN:no-nb_digibok_2007011601065,Vis element,Kjernekarer,"Rynning-Tønnesen , Olaf",,Oslo,1945,Damm,nob,agderforfattere,,,Skjhønn,Skjhønn,,,,,,
29,100507424,URN:NBN:no-nb_digibok_2007012201007,Vis element,Rolf i Tibet,"Næss , Erling",,,1945,Halvorsen,nob,,,,Skjønn,Skjønn,,,,,,
30,100507587,URN:NBN:no-nb_digibok_2007012501031,Vis element,50 år i hjertet av Vålerenga : Vålerenga skole 1895-1945,"Amundsen , Sverre S. / Berg , Paul .",,,1945,Aschehoug,nob,Skoler / Jubileer / Norge / Kulturgeografi / oslo / skolehistorie,,,Fag,Fag,,,,,,
31,100507784,URN:NBN:no-nb_digibok_2007020501059,Vis element,Vi stifter en gutteklubb : Norman Rosse ; [fotografiene er tatt av Knut Andersen],"Rosse , Norman / Andersen , Knut",,Oslo,1945,Fabritius,nob,Klubber,,,Fag,Fag,,,,,,
32,100028896,URN:NBN:no-nb_digibok_2008041504095,Vis element,Den usynlige fronten,"Storberget , Bjørn",,Oslo,1945,Mortensen,nob,,,,Skjønn,Skjønn,,,,,,
33,100009221,URN:NBN:no-nb_digibok_2010062306032,Vis element,Sleipner : guttebok,"Storberget , Bjørn",,[Oslo],1945,Tell,nob,,,,Skjønn,Skjønn,,,,,,
34,100008772,URN:NBN:no-nb_digibok_2010062406124,Vis element,Wergeland og de yngste,"Wergeland , Henrik / Paulsen , Torbjørg / Zernichow , Sonja / Zernichov , Sonja",,Oslo,1945,Tell Forlag,nob,,,,Fag,Fag,,,,,,
35,100008789,URN:NBN:no-nb_digibok_2010062406147,Vis element,Krigen kommer til gards,"Arnulf , Ingrid / Tranheim , Aslaug",,Oslo,1945,Gyldendal,nob,,,,Skjønn,Skjønn,,,,,,
36,100073236,URN:NBN:no-nb_digibok_2012012708137,Vis element,Kvad og kvitter : sanger for barn,"Tyrihjell , A. / Kittilsen , Chr . / Kittilsen , Chr [ istian ]",,Oslo,1945,Aschehoug,nob,,,fiction,Skjønnlitteratur,,,,,,,
37,100080512,URN:NBN:no-nb_digibok_2012020104039,Vis element,Han som reddet verden : Winston Churchill,"Evjenth , Håkon",,Oslo,1945,Gyldendal,nob,Biografier,,,Fag,Fag,,,,,,
38,100499436,URN:NBN:no-nb_digibok_2012033013003,Vis element,"Hesten, kua og de andre : bildebok med bilder og vers","Egner , Thorbjørn / Egner , Thorbjørn",,Oslo,1945,Halvorsens Bok- og Papirhandel,nob,,,,Skjønn,Skjønn,,,,,,
39,100499442,URN:NBN:no-nb_digibok_2012033013009,Vis element,Klattiklatt i hjemmefronten,"Egner , Thorbjørn / Egner , Thorbjørn",,Oslo,1945,Halvorsens Bok- og Papirhandel,nob,,,,Skjønn,Skjønn,,,,,,
40,100094848,URN:NBN:no-nb_digibok_2012071908108,Vis element,Kapteinen går ikke fra brua : historier fra guttedagene,"Hierman , Audun",,Oslo,1945,Cappelen,nob,,,novel,Skjønnlitteratur,,,,,,,
41,100101153,URN:NBN:no-nb_digibok_2012071908170,Vis element,Studentene på Løkken,"Norberg-Schulz , Wenche / Schumann , George",,Oslo,1945,Damm,nob,,,,Skjønn,Skjønn,,,,,,
42,100109490,URN:NBN:no-nb_digibok_2012091708019,Vis element,Bare gjør det! : ungpikeroman,"Solaas , Hjørdis",,Oslo,1945,Nasjonalforl.,nob,,,,Skjønn,Skjønn,,,,,,
43,100114256,URN:NBN:no-nb_digibok_2012101106070,Vis element,Nebb og klo : en saga fra villmarka,"Gulbransen , Reidar / Mauritz-Hansen , Ivar",,Oslo,1945,Dybwad,nob,Hauker,,,Skjønn,Skjønn,,,,,,
44,100136550,URN:NBN:no-nb_digibok_2013012508034,Vis element,Syng med oss! : allsangboka for barna. [1],"Jacobsen , Ruth Sommerfeldt",,Drammen,1945,Lyche,nob,sangbøker / barnesanger,782.742,,Skjønn,Skjønn,,,,,,
45,100144190,URN:NBN:no-nb_digibok_2013040408020,Vis element,Ruomas,"Arntzen , Alex / Lunden , William",,Oslo,1945,Roséns forlag,nob,,,,Skjønn,Skjønn,,,,,,
46,100148911,URN:NBN:no-nb_digibok_2013061108100,Vis element,I morgen smeller det,"Østby , Jan / Gjerding , Gerhard",,Oslo,1945,Gyldendal,nob,hvalfangst / sørishavet / fangstliv,,,Skjønn,Skjønn,,,,,,
47,100149910,URN:NBN:no-nb_digibok_2013061708097,Vis element,Truls og Inger og dyra deres : fortalt for små barn,"Schram , Constance Wiel / Engebrigtsen , Olav",,Oslo,1945,Aschehoug,nob,,,,Skjønn,Skjønn,,,,,,
48,100158112,URN:NBN:no-nb_digibok_2013071208151,Vis element,Gustav og Eli,"Spetland , Guttorm / Gjerding , Gerhard",,Oslo,1945,Tanum,nob,,,,Skjønn,Skjønn,,,,,,
49,100494515,URN:NBN:no-nb_digibok_2013080908090,Vis element,Der nordhavet bruser : guttefortelling,"Mæland , Ole / Ellingsen , Jan-Fredrik",,Oslo,1945,Rosen,nob,,,,Skjønn,Skjønn,,,,,,
50,100169715,URN:NBN:no-nb_digibok_2013081208234,Vis element,En dame i tredveårene : roman,"Saxegaard , Annik",,Oslo,1945,Halvorsen og Larsen Forl.,nob,,839.82,fiction,Skjønnlitteratur,,,,,,,
51,100167065,URN:NBN:no-nb_digibok_2013081508137,Vis element,Lennart og Viking,"Strand , Odvar / Holth",,Oslo,1945,Mortensen,nob,,,fiction,Skjønnlitteratur,,,,,,,
52,100176248,URN:NBN:no-nb_digibok_2013110508320,Vis element,Tom scorer,"Paulsen , Ulf",,Oslo,1945,Cammermeyer,nob,,,,Skjønn,Skjønn,,,,,,
53,100181306,URN:NBN:no-nb_digibok_2013121008106,Vis element,Krig i Hov-Kleiva,"Johnsen , Erling / Ellingsen , Olav",,Oslo,1945,Gyldendal,nob,Historie 1940-45 / Norge,,novel,Skjønnlitteratur,,,,,,,
54,100185900,URN:NBN:no-nb_digibok_2014010808029,Vis element,Eventyr for Lillen,"Lykke-Seest , P. / Lunden , William",,Oslo,1945,Cammermeyers Bogh.,nob,,,,Skjønn,Skjønn,,,,,,
55,100191013,URN:NBN:no-nb_digibok_2014021208110,Vis element,Østafor Singapore,"Holmsen , Cato",,Oslo,1945,Halvorsens bokhandel,nob,Sjømannsliv,,,Skjønn,Skjønn,,,,,,
56,100205174,URN:NBN:no-nb_digibok_2014052108177,Vis element,Peik,"Ring , Barbra / Grøgaard , Joachim / Ring , Barbra",,Oslo,1945,Aschehoug,nob,,,,Skjønn,Skjønn,,,,,,
57,100206752,URN:NBN:no-nb_digibok_2014052108222,Vis element,Gutter er gutter,"Neels-Hansson , Gunnar",,[Oslo],1945,Børrehaug & Remen,nob,,,,Skjønn,Skjønn,,,,,,
58,100216875,URN:NBN:no-nb_digibok_2014070406055,Vis element,Gutteklubben får avis,"Rosse , Norman / Jørgensen , Øystein / Andersen , Knut .",,Oslo,1945,Fabritius,nob,Klubber,,,Fag,Fag,,,,,,
59,100213176,URN:NBN:no-nb_digibok_2014071508018,Vis element,Farlig spill : en guttefortelling,"Ask , Espen / Brandvold , Åshild",,Oslo,1945,Ekko,nob,,,,Skjønn,Skjønn,,,,,,
60,100221190,URN:NBN:no-nb_digibok_2014081408010,Vis element,Det store kupet,"Eikan , Theo",,Bergen,1945,Grieg,nob,Fotball,,,Skjønn,Skjønn,,,,,,
61,100224100,URN:NBN:no-nb_digibok_2014090908025,Vis element,Detektivgjengen på sporet : guttebok,"Ståle , Stein / Zernichow , Sonja",,Oslo,1945,Tell,nob,,,fiction,Skjønnlitteratur,,,,,,,
62,100231788,URN:NBN:no-nb_digibok_2014101408312,Vis element,Panteren : indianerfortelling,"Endresen , Bergthor / Ellingsen , Jan-Fredrik .",,Oslo,1945,Roséns forl.,nob,,,short story,Skjønnlitteratur,,,,,,,
63,100233953,URN:NBN:no-nb_digibok_2014110308148,Vis element,Robinson Crusoe. [Del] 1,"Defoe , Daniel",,[Oslo],1945,Fredhøi,nob,,,,Skjønn,Skjønn,,,,,,
64,100232339,URN:NBN:no-nb_digibok_2014110608004,Vis element,Nesten et eventyr : med Arne og Berit gjennom Afrika,"Mohr , Anton / Midelfart , Willi",,,1945,Aschehoug,nob,Afrika,,,Skjønn,Skjønn,,,,,,
65,100236014,URN:NBN:no-nb_digibok_2014111708113,Vis element,Symfoni i blått,"Sonning , Lillian Wildenvey",,Oslo,1945,Helstad,nob,,,,Skjønn,Skjønn,,,,,,
66,100236857,URN:NBN:no-nb_digibok_2014120108219,Vis element,Krig i kvitt,"Evjenth , Håkon",,Oslo,1945,Gyldendal,nob,Historie / Norge,,,Skjønn,Skjønn,,,,,,
67,100238753,URN:NBN:no-nb_digibok_2014120908032,Vis element,Den fagre skatten,"Nissen-Drejer , Ruth",,Oslo,1945,Ansgar,nob,,,,Skjønn,Skjønn,,,,,,
68,100252978,URN:NBN:no-nb_digibok_2015061808129,Vis element,Vi skal aldri glemme,"Bøgenæs , Evi",,Oslo,1945,Damm,nob,,,,Skjønn,Skjønn,,,,,,
69,100253943,URN:NBN:no-nb_digibok_2015062308218,Vis element,Per og de andre hos tante Ce : musikalsk billedbok for barn,"Selmer , Mildred / Osen , Rigmor",,Oslo,1945,Tanum,nob,barnesanger,,,Skjønn,Skjønn,,,,,,
70,100260738,URN:NBN:no-nb_digibok_2015070908025,Vis element,Pelle,"Haaland , Kirsten / Schwab , Per",,Oslo,1945,Gyldendal,nob,Kråker,,fiction,Skjønnlitteratur,,,,,,,
71,100260954,URN:NBN:no-nb_digibok_2015071008073,Vis element,To levende og en død,"Christensen , Sigurd / Kaurin , Wilhelm",,oslo,1945,Gyldendal,nob,,,,Skjønn,Skjønn,,,,,,
72,100264358,URN:NBN:no-nb_digibok_2015072308388,Vis element,Manns mot,"Stabell , W. W. / Hauge , Andreas .",,Oslo,1945,Aschehoug,nob,,,,Skjønn,Skjønn,,,,,,
73,100264376,URN:NBN:no-nb_digibok_2015072408066,Vis element,Robinson Crusoe. [Del] 2,"Defoe , Daniel",,[Oslo],1945,Fredhøi,nob,,,,Skjønn,Skjønn,,,,,,
74,100264211,URN:NBN:no-nb_digibok_2015091508018,Vis element,En kongedatter : og andre småstubber for barn,"Nilsen , Agnes .",,Bergen,1945,Hans Martinussen,nob,,,,Skjønn,Skjønn,,,,,,
75,100274376,URN:NBN:no-nb_digibok_2015110407547,Vis element,Da mor var liten,"Hopp , Zinken / Brochmann , Odd",,Oslo,1945,Aschehoug,nob,,,,Skjønn,Skjønn,,,,,,
76,100273589,URN:NBN:no-nb_digibok_2015120808013,Vis element,Veslas kokebok,"Brochmann , Anne-Grete",,Oslo,1945,Våre barn,nob,Kokebøker,,,Fag,Fag,,,,,,
77,100274647,URN:NBN:no-nb_digibok_2016010408131,Vis element,Avisgutten : som ble verdens største oppfinner,"Amundsen , Sverre S.",,Oslo,1945,Aschehoug,nob,Biografier,,,Fag,Fag,,,,,,
78,100289681,URN:NBN:no-nb_digibok_2016041448047,Vis element,Eventyret om fanden i nøtten,"Asbjørnsen , Peter Christen / Moe , Jørgen / Midelfart , Alice",,Oslo,1945,Damm,nob,,,,Skjønn,Skjønn,,,,,,
79,100294517,URN:NBN:no-nb_digibok_2016051048091,Vis element,Vikaren,"Thorstensen , Nora / Thorstensen , Nora / Fossum , Gunvor",,Oslo,1945,Aschehoug,nob,,,fiction,Skjønnlitteratur,,,,,,,
80,100294526,URN:NBN:no-nb_digibok_2016051048100,Vis element,Ung front,"Sommerfelt , Aimée",,Oslo,1945,Gyldendal,nob,Norge / Historie 1940-45,,,Skjønn,Skjønn,,,,,,
81,100298804,URN:NBN:no-nb_digibok_2016062048118,Vis element,Se opp for Anne Christine,"Ravn , Margit / Ravn , Thorvald L.",,Bergen,1945,Grieg,nob,,,fiction,Skjønnlitteratur,,,,,,,
82,100299756,URN:NBN:no-nb_digibok_2016062748095,Vis element,Alle gutters bok : 1945,"Rove , Theo",,Oslo,1945,Habos,nob,Aktivitetsbøker,,,Fag,Fag,,,,,,
83,100311123,URN:NBN:no-nb_digibok_2016091248080,Vis element,Rare dyr fra fremmede land,"Mjøen , Heljar / Brochmann , Odd",,Oslo,1945,Aschehoug,nob,Zoologi,,,Fag,Fag,,,,,,
84,100320645,URN:NBN:no-nb_digibok_2017011048121,Vis element,Kampen om porselensfjellene,"Svanæs , Per / Kittilsen , Chr . / Kittilsen , Christian",,Oslo,1945,Aschehoug,nob,Dentistry / Odontologi,,,Skjønn,Skjønn,,,,,,
85,100323133,URN:NBN:no-nb_digibok_2017012748140,Vis element,Full fart forover,"Bauer , Lill Herlofson",,Oslo,1945,Aschehoug,nob,,,,Skjønn,Skjønn,,,,,,
86,100323152,URN:NBN:no-nb_digibok_2017012748163,Vis element,Den norske Robinson,"Adeler , Otto D. / Foss , Kristian",,Oslo,1945,Damm,nob,,,fiction,Skjønnlitteratur,,,,,,,
87,100330100,URN:NBN:no-nb_digibok_2017040348146,Vis element,Barnets legender,"Wærenskjold , Leif / Dürer , Albrecht / Wærenskjold , Leif",,Oslo,1945,Helge Erichsen,nob,legender / fortellinger / barn,,,Skjønn,Skjønn,,,,,,
88,100342342,URN:NBN:no-nb_digibok_2017072607162,Vis element,Stella,"Kvifte , Inga Ottilia",,Oslo,1945,Norsk luthersk forl.,nob,,,fiction,Skjønnlitteratur,,,,,,,
89,100355690,URN:NBN:no-nb_digibok_2017110848052,Vis element,Dyrestreker,"Andréen , Omar",,Oslo,1945,Dreyer,nob,,,,Skjønn,Skjønn,,,,,,
90,100367078,URN:NBN:no-nb_digibok_2018031348124,Vis element,Til Telemark med Kari og Knut,"Arneberg , Oddmar / Arneberg , Oddmar",,Oslo,1945,Union forl.,nob,,,,Skjønn,Skjønn,,,,,,
91,100367954,URN:NBN:no-nb_digibok_2018031948047,Vis element,Prinsesse Solgull's små hjelpere : eventyrspill i 3 akter,"Edmund , Trygve",,Oslo,1945,Ekko,nob,,,,Skjønn,Skjønn,,,,,,
92,100397773,URN:NBN:no-nb_digibok_2020022648112,Vis element,I Dovregubbens rike,"Nerland , Jul / Berg-Nilssen , Benny",,Oslo,1945,Hanche,nob,,,,Skjønn,Skjønn,,,,,,
93,100428647,URN:NBN:no-nb_digibok_2020102007838,Vis element,Annikken Prestgaren,"Zwilgmeyer , Dikken / Grøgaard , Joachim",,Oslo,1945,Aschehoug,nob,,,fiction,Skjønnlitteratur,,,,,,,
94,100423660,URN:NBN:no-nb_digibok_2020102707595,Vis element,Jon i verden,"Silje , Tone",,Oslo,1945,Forlagshuset,nob,,,,Skjønn,Skjønn,,,,,,
95,100439037,URN:NBN:no-nb_digibok_2021032348501,Vis element,"Pølle, Kissa og Mikki","Enoksen , Johan K.",,Stavanger,1945,Dreyer,nob,,,short story,Skjønnlitteratur,,,,,,,
96,100439038,URN:NBN:no-nb_digibok_2021032348502,Vis element,Lommeboken ; En mann som står ved sitt ord ; På flukt for indianerne : Tre fortellinger,"Hansen , Johan / Hernæs , Ellen",,Kragerø,1945,Napers boktr.,nob,,,,Skjønn,Skjønn,,,,,,
97,100439047,URN:NBN:no-nb_digibok_2021032348513,Vis element,Solfrid,"Husby , Peter",,Oslo,1945,De Unge,nob,,,,Skjønn,Skjønn,,,,,,
98,100439072,URN:NBN:no-nb_digibok_2021032348547,Vis element,I siste minutt,"Bernhard , Harold / Brandvold , Åshild",,Oslo,1945,Ekko,nob,,,,Skjønn,Skjønn,,,,,,
99,100439078,URN:NBN:no-nb_digibok_2021032348557,Vis element,Onkel Hans forteller : populær Frelsesarméhistorie,"Holm , Henry / Hernæs , Ellen",,Oslo,1945,Frelsesarmeens hovedkvarter,nob,,,,Fag,Fag,,,,,,
100,100439097,URN:NBN:no-nb_digibok_2021032348587,Vis element,Jungmannen : fortelling fra sjøen for større gutter,"Larsen , Thor / Ellingsen , Jan-Fredrik .",,Oslo,1945,Rosén,nob,Sjømannsliv,,,Skjønn,Skjønn,,,,,,
101,100439478,URN:NBN:no-nb_digibok_2021032348607,Vis element,Handelsreisende Hardkes,"Jensen , Otto A.",,Oslo,1945,De Unge,nob,,,,Skjønn,Skjønn,,,,,,
102,100439487,URN:NBN:no-nb_digibok_2021032348619,Vis element,Snippe Vippestjert og litt av hvert : eventyr,"Frøishagen , Gunnar / Guttormsen , Wm .",,Oslo,1945,Rosén,nob,,,,Skjønn,Skjønn,,,,,,
103,100439488,URN:NBN:no-nb_digibok_2021032348625,Vis element,På tokt i Oslofjorden,"Krafft , Arne / Fjeldsaa , Kåre Berven",,,1945,De Unge,nob,,,fiction,Skjønnlitteratur,,,,,,,
104,100439498,URN:NBN:no-nb_digibok_2021032348640,Vis element,Den velsigna Gudmundgutten,"Høimyr , Nils / Dahl , Karl",,Oslo,1945,Indremisjonsforl.,nob,,,novel,Skjønnlitteratur,,,,,,,
105,100439916,URN:NBN:no-nb_digibok_2021040648571,Vis element,Helse-Per,,,Oslo,1945,Liv og helse,nob,,,poetry,Skjønnlitteratur,,,,,,,
106,100595734,URN:NBN:no-nb_digibok_2021082548547,Vis element,Arvegull : fortelling,"Hansen , Johan / Hernæs , Ellen",,[S.l,1945,s.n.],nob,,,,Skjønn,Skjønn,,,,,,
107,100590679,URN:NBN:no-nb_digibok_2021101405054,Vis element,Tre om Tore,"Ravn , Thorvald L.",,[Oslo?],1945,Cammermeyer,nob,,,,Skjønn,Skjønn,,,,,,
108,100608081,URN:NBN:no-nb_digibok_2021122148691,Vis element,Nordåsguttene,"Gåsholt , Peder",,Bergen,1945,Lunde,nob,,,,Skjønn,Skjønn,,,,,,
109,100602283,URN:NBN:no-nb_digibok_2021122248129,Vis element,Syng med oss : allsangboka for barna. b.1,"Jacobsen , Ruth Sommerfeldt / Krømer , Philip / Soone , Magne",,Drammen,1945,Lyche,nob,,,,Skjønn,Skjønn,,,,,,
110,100607803,URN:NBN:no-nb_digibok_2021122848062,Vis element,Turid holder stand,"Nordvik , Eli Quisling",,Oslo,1945,Centralforlaget,nob,,,,Skjønn,Skjønn,,,,,,
111,100572765,URN:NBN:no-nb_digibok_2007011200033,Vis element,Lotte likeglad,"Michaëlis , Karin / Kvist , Per",,Oslo,1945,Gyldendal,nob / dan,,,,Skjønn,Skjønn,,,,,,
112,100027087,URN:NBN:no-nb_digibok_2007062701003,Vis element,Bimbi reiser jorden rundt,"Ott , Estrid / Fossum , Gunvor . / Hjuler , Marie",,Oslo,1945,Aschehoug,nob / dan,,,,Skjønn,Skjønn,,,,,,
113,100028909,URN:NBN:no-nb_digibok_2008041604103,Vis element,Prøv igjen : boken til ungdommen som vil fram,"Møller-Jensen , Jens / Harbitz , Alf / Imsland , Henry",,Stavanger,1945,Stabenfeldt,nob / dan,Fra barn til voksen,,,Fag,Fag,,,,,,
114,100148925,URN:NBN:no-nb_digibok_2013061108125,Vis element,Millionærgutten,"Christmas , Walter",,Oslo,1945,Gyldendal,nob / dan,,,novel,Skjønnlitteratur,,,,,,,
115,100200120,URN:NBN:no-nb_digibok_2014042208055,Vis element,"Gå på, gutter","Meister , Knud / Dahl , Karl / Knutsen , Fridtjof / Andersen , Carlo .",,Oslo,1945,Nasjonalforlaget,nob / dan,,,novel,Skjønnlitteratur,,,,,,,
116,100206764,URN:NBN:no-nb_digibok_2014052108264,Vis element,Præriens sønn,"Gredsted , Torry / Hauge , Andreas . / Kobro , Nancy",,Oslo,1945,Aschehoug,nob / dan,,,novel,Skjønnlitteratur,,,,,,,
117,100309755,URN:NBN:no-nb_digibok_2016090948102,Vis element,Finnmarks-Ravna,"Ott , Estrid / Treider , Esther Normann . / Gjerding , Gerhard",,Oslo,1945,Gyldendal,nob / dan,,,fiction,Skjønnlitteratur,,,,,,,
118,100439073,URN:NBN:no-nb_digibok_2021032348548,Vis element,På vikingeferd,"Fisker , Robert / Knutsen , Fridtjof / Andersen , Axel .",,Oslo,1945,Nasjonalforl.,nob / dan,Vikinger,,,Skjønn,Skjønn,,,,,,
119,100439104,URN:NBN:no-nb_digibok_2021032348597,Vis element,Eventyr på Gullkysten,"Fisker , Robert / Krosby , Lillemor / Andersen , Axel .",,Oslo,1945,Nasjonalforl.,nob / dan,,,,Skjønn,Skjønn,,,,,,
120,100596978,URN:NBN:no-nb_digibok_2021032448517,Vis element,Bitten,"Holst , Bertha / Borgen , Wenche",,Oslo,1945,Gyldendal,nob / dan,,,,Skjønn,Skjønn,,,,,,
121,100440523,URN:NBN:no-nb_digibok_2021041348803,Vis element,Perlehuset,"Thyregod , Rose / Winther , Eugenie",,Oslo,1945,Nasjonalforl.,nob / dan,,,,Skjønn,Skjønn,,,,,,
